time;Vel. Desejada;PID;CN;A = vel_PID - vel_RNA;A²;Soma/n;
6,92;-0,395161339;-0,28263;-0,33208;0,04945;2,45E-03;;-1,842920346
6,94;-0,395161339;-0,28881;-0,33543;0,04662;2,17E-03;;-1,842920346
6,96;-0,395161339;-0,29479;-0,33857;0,04378;1,92E-03;;-1,842920346
6,98;-0,395161339;-0,30058;-0,34152;0,04094;1,68E-03;;-1,842920346
7;-0,395161339;-0,30617;-0,34428;0,03811;1,45E-03;;-1,842920346
7,02;-0,395161339;-0,31157;-0,34686;0,03529;1,25E-03;;-1,842920346
7,04;-0,395161339;-0,31678;-0,34927;0,03249;1,06E-03;;-1,842920346
7,06;-0,395161339;-0,32181;-0,35152;0,02971;8,83E-04;;-1,842920346
7,08;-0,395161339;-0,32665;-0,35361;0,02696;7,27E-04;;-1,842920346
7,1;-0,395161339;-0,33132;-0,35556;0,02424;5,88E-04;;-1,842920346
7,12;-0,395161339;-0,33581;-0,35738;0,02157;4,65E-04;;-1,842920346
7,14;-0,395161339;-0,34013;-0,35906;0,01893;3,58E-04;;-1,842920346
7,16;-0,395161339;-0,34428;-0,36062;0,01634;2,67E-04;;-1,842920346
7,18;-0,395161339;-0,34826;-0,36207;0,01381;1,91E-04;;-1,842920346
7,2;-0,395161339;-0,35209;-0,36341;0,01132;1,28E-04;;-1,842920346
7,22;-0,395161339;-0,35575;-0,36465;0,0089;7,92E-05;;-1,842920346
7,24;-0,395161339;-0,35926;-0,36578;0,00652;4,25E-05;;-1,842920346
7,26;-0,395161339;-0,36263;-0,36683;0,0042;1,76E-05;;-1,842920346
7,28;-0,395161339;-0,36584;-0,36779;0,00195;3,80E-06;;-1,842920346
7,3;-0,395161339;-0,36892;-0,36868;-0,00024;5,76E-08;;-1,842920346
7,32;-0,395161339;-0,37185;-0,36948;-0,00237;5,62E-06;;-1,842920346
7,34;-0,395161339;-0,37465;-0,37022;-0,00443;1,96E-05;;-1,842920346
7,36;-0,395161339;-0,37731;-0,37089;-0,00642;4,12E-05;;-1,842920346
7,38;-0,395161339;-0,37985;-0,37149;-0,00836;6,99E-05;;-1,842920346
7,4;-0,395161339;-0,38226;-0,37204;-0,01022;1,04E-04;;-1,842920346
7,42;-0,395161339;-0,38456;-0,37253;-0,01203;1,45E-04;;-1,842920346
7,44;-0,395161339;-0,38673;-0,37298;-0,01375;1,89E-04;;-1,842920346
7,46;-0,395161339;-0,38879;-0,37337;-0,01542;2,38E-04;;-1,842920346
7,48;-0,395161339;-0,39074;-0,37372;-0,01702;2,90E-04;;-1,842920346
7,5;-0,395161339;-0,39258;-0,37403;-0,01855;3,44E-04;;-1,842920346
7,52;-0,395161339;-0,39433;-0,37431;-0,02002;4,01E-04;;-1,842920346
7,54;-0,395161339;-0,39597;-0,37454;-0,02143;4,59E-04;;-1,842920346
7,56;-0,395161339;-0,39751;-0,37475;-0,02276;5,18E-04;;-1,842920346
7,58;-0,395161339;-0,39896;-0,37492;-0,02404;5,78E-04;;-1,842920346
7,6;-0,395161339;-0,40032;-0,37507;-0,02525;6,38E-04;;-1,842920346
7,62;-0,395161339;-0,40159;-0,37519;-0,0264;6,97E-04;;-1,842920346
7,64;-0,395161339;-0,40278;-0,37529;-0,02749;7,56E-04;;-1,842920346
7,66;-0,395161339;-0,40389;-0,37537;-0,02852;8,13E-04;;-1,842920346
7,68;-0,395161339;-0,40492;-0,37542;-0,0295;8,70E-04;;-1,842920346
7,7;-0,395161339;-0,40588;-0,37546;-0,03042;9,25E-04;;-1,842920346
7,72;-0,395161339;-0,40676;-0,37549;-0,03127;9,78E-04;;-1,842920346
7,74;-0,395161339;-0,40758;-0,3755;-0,03208;1,03E-03;;-1,842920346
7,76;-0,395161339;-0,40833;-0,37549;-0,03284;1,08E-03;;-1,842920346
7,78;-0,395161339;-0,40901;-0,37548;-0,03353;1,12E-03;;-1,842920346
7,8;-0,395161339;-0,40964;-0,37545;-0,03419;1,17E-03;;-1,842920346
7,82;-0,395161339;-0,41021;-0,37541;-0,0348;1,21E-03;;-1,842920346
7,84;-0,395161339;-0,41072;-0,37537;-0,03535;1,25E-03;;-1,842920346
7,86;-0,395161339;-0,41118;-0,37532;-0,03586;1,29E-03;;-1,842920346
7,88;-0,395161339;-0,41158;-0,37526;-0,03632;1,32E-03;;-1,842920346
7,9;-0,395161339;-0,41194;-0,3752;-0,03674;1,35E-03;;-1,842920346
7,92;-0,395161339;-0,41225;-0,37513;-0,03712;1,38E-03;;-1,842920346
7,94;-0,395161339;-0,41252;-0,37506;-0,03746;1,40E-03;;-1,842920346
7,96;-0,395161339;-0,41275;-0,37499;-0,03776;1,43E-03;;-1,842920346
7,98;-0,395161339;-0,41294;-0,37491;-0,03803;1,45E-03;;-1,842920346
8;-0,395161339;-0,41309;-0,37484;-0,03825;1,46E-03;;-1,842920346
8,02;-0,395161339;-0,4132;-0,37476;-0,03844;1,48E-03;;-1,842920346
8,04;-0,395161339;-0,41328;-0,37468;-0,0386;1,49E-03;;-1,842920346
8,06;-0,395161339;-0,41333;-0,3746;-0,03873;1,50E-03;;-1,842920346
8,08;-0,395161339;-0,41335;-0,37452;-0,03883;1,51E-03;;-1,842920346
8,1;-0,395161339;-0,41334;-0,37444;-0,0389;1,51E-03;;-1,842920346
8,12;-0,395161339;-0,4133;-0,37437;-0,03893;1,52E-03;;-1,842920346
8,14;-0,395161339;-0,41324;-0,37429;-0,03895;1,52E-03;;-1,842920346
8,16;-0,395161339;-0,41315;-0,37422;-0,03893;1,52E-03;;-1,842920346
8,18;-0,395161339;-0,41304;-0,37415;-0,03889;1,51E-03;;-1,842920346
8,2;-0,395161339;-0,41292;-0,37408;-0,03884;1,51E-03;;-1,842920346
8,22;-0,395161339;-0,41277;-0,37402;-0,03875;1,50E-03;;-1,842920346
8,24;-0,395161339;-0,4126;-0,37395;-0,03865;1,49E-03;;-1,842920346
8,26;-0,395161339;-0,41242;-0,37389;-0,03853;1,48E-03;;-1,842920346
8,28;-0,395161339;-0,41222;-0,37384;-0,03838;1,47E-03;;-1,842920346
8,3;-0,395161339;-0,41201;-0,37378;-0,03823;1,46E-03;;-1,842920346
8,32;-0,395161339;-0,41178;-0,37373;-0,03805;1,45E-03;;-1,842920346
8,34;-0,395161339;-0,41155;-0,37369;-0,03786;1,43E-03;;-1,842920346
8,36;-0,395161339;-0,4113;-0,37364;-0,03766;1,42E-03;;-1,842920346
8,38;-0,395161339;-0,41104;-0,3736;-0,03744;1,40E-03;;-1,842920346
8,4;-0,395161339;-0,41078;-0,37356;-0,03722;1,39E-03;;-1,842920346
8,42;-0,395161339;-0,4105;-0,37353;-0,03697;1,37E-03;;-1,842920346
8,44;-0,395161339;-0,41022;-0,3735;-0,03672;1,35E-03;;-1,842920346
8,46;-0,395161339;-0,40993;-0,37347;-0,03646;1,33E-03;;-1,842920346
8,48;-0,395161339;-0,40964;-0,37345;-0,03619;1,31E-03;;-1,842920346
8,5;-0,395161339;-0,40934;-0,37343;-0,03591;1,29E-03;;-1,842920346
8,52;-0,395161339;-0,40904;-0,37341;-0,03563;1,27E-03;;-1,842920346
8,54;-0,395161339;-0,40873;-0,3734;-0,03533;1,25E-03;;-1,842920346
8,56;-0,395161339;-0,40842;-0,37339;-0,03503;1,23E-03;;-1,842920346
8,58;-0,395161339;-0,40811;-0,37338;-0,03473;1,21E-03;;-1,842920346
8,6;-0,395161339;-0,4078;-0,37338;-0,03442;1,18E-03;;-1,842920346
8,62;-0,395161339;-0,40749;-0,37338;-0,03411;1,16E-03;;-1,842920346
8,64;-0,395161339;-0,40718;-0,37338;-0,0338;1,14E-03;;-1,842920346
8,66;-0,395161339;-0,40686;-0,37339;-0,03347;1,12E-03;;-1,842920346
8,68;-0,395161339;-0,40655;-0,3734;-0,03315;1,10E-03;;-1,842920346
8,7;-0,395161339;-0,40624;-0,37341;-0,03283;1,08E-03;;-1,842920346
8,72;-0,395161339;-0,40593;-0,37342;-0,03251;1,06E-03;;-1,842920346
8,74;-0,395161339;-0,40562;-0,37344;-0,03218;1,04E-03;;-1,842920346
8,76;-0,395161339;-0,40532;-0,37346;-0,03186;1,02E-03;;-1,842920346
8,78;-0,395161339;-0,40501;-0,37348;-0,03153;9,94E-04;;-1,842920346
8,8;-0,395161339;-0,40471;-0,3735;-0,03121;9,74E-04;;-1,842920346
8,82;-0,395161339;-0,40441;-0,37353;-0,03088;9,54E-04;;-1,842920346
8,84;-0,395161339;-0,40412;-0,37356;-0,03056;9,34E-04;;-1,842920346
8,86;-0,395161339;-0,40383;-0,37359;-0,03024;9,14E-04;;-1,842920346
8,88;-0,395161339;-0,40354;-0,37362;-0,02992;8,95E-04;;-1,842920346
8,9;-0,395161339;-0,40326;-0,37365;-0,02961;8,77E-04;;-1,842920346
8,92;-0,395161339;-0,40298;-0,37369;-0,02929;8,58E-04;;-1,842920346
8,94;-0,395161339;-0,40271;-0,37373;-0,02898;8,40E-04;;-1,842920346
8,96;-0,395161339;-0,40244;-0,37377;-0,02867;8,22E-04;;-1,842920346
8,98;-0,395161339;-0,40217;-0,37381;-0,02836;8,04E-04;;-1,842920346
9;-0,395161339;-0,40192;-0,37385;-0,02807;7,88E-04;;-1,842920346
9,02;-0,395161339;-0,40166;-0,37389;-0,02777;7,71E-04;;-1,842920346
9,04;-0,395161339;-0,40141;-0,37393;-0,02748;7,55E-04;;-1,842920346
9,06;-0,395161339;-0,40117;-0,37398;-0,02719;7,39E-04;;-1,842920346
9,08;-0,395161339;-0,40093;-0,37403;-0,0269;7,24E-04;;-1,842920346
9,1;-0,395161339;-0,40069;-0,37407;-0,02662;7,09E-04;;-1,842920346
9,12;-0,395161339;-0,40046;-0,37412;-0,02634;6,94E-04;;-1,842920346
9,14;-0,395161339;-0,40024;-0,37417;-0,02607;6,80E-04;;-1,842920346
9,16;-0,395161339;-0,40002;-0,37422;-0,0258;6,66E-04;;-1,842920346
9,18;-0,395161339;-0,39981;-0,37427;-0,02554;6,52E-04;;-1,842920346
9,2;-0,395161339;-0,3996;-0,37432;-0,02528;6,39E-04;;-1,842920346
9,22;-0,395161339;-0,3994;-0,37437;-0,02503;6,27E-04;;-1,842920346
9,24;-0,395161339;-0,3992;-0,37442;-0,02478;6,14E-04;;-1,842920346
9,26;-0,395161339;-0,39901;-0,37447;-0,02454;6,02E-04;;-1,842920346
9,28;-0,395161339;-0,39883;-0,37452;-0,02431;5,91E-04;;-1,842920346
9,3;-0,395161339;-0,39864;-0,37458;-0,02406;5,79E-04;;-1,842920346
9,32;-0,395161339;-0,39847;-0,37463;-0,02384;5,68E-04;;-1,842920346
9,34;-0,395161339;-0,3983;-0,37468;-0,02362;5,58E-04;;-1,842920346
9,36;-0,395161339;-0,39813;-0,37473;-0,0234;5,48E-04;;-1,842920346
9,38;-0,395161339;-0,39797;-0,37478;-0,02319;5,38E-04;;-1,842920346
9,4;-0,395161339;-0,39782;-0,37484;-0,02298;5,28E-04;;-1,842920346
9,42;-0,395161339;-0,39767;-0,37489;-0,02278;5,19E-04;;-1,842920346
9,44;-0,395161339;-0,39753;-0,37494;-0,02259;5,10E-04;;-1,842920346
9,46;-0,395161339;-0,39739;-0,37499;-0,0224;5,02E-04;;-1,842920346
9,48;-0,395161339;-0,39725;-0,37504;-0,02221;4,93E-04;;-1,842920346
9,5;-0,395161339;-0,39712;-0,37509;-0,02203;4,85E-04;;-1,842920346
9,52;-0,395161339;-0,39699;-0,37514;-0,02185;4,77E-04;;-1,842920346
9,54;-0,395161339;-0,39687;-0,37519;-0,02168;4,70E-04;;-1,842920346
9,56;-0,395161339;-0,39676;-0,37524;-0,02152;4,63E-04;;-1,842920346
9,58;-0,395161339;-0,39664;-0,37529;-0,02135;4,56E-04;;-1,842920346
9,6;-0,395161339;-0,39654;-0,37534;-0,0212;4,49E-04;;-1,842920346
9,62;-0,395161339;-0,39643;-0,37539;-0,02104;4,43E-04;;-1,842920346
9,64;-0,395161339;-0,39633;-0,37543;-0,0209;4,37E-04;;-1,842920346
9,66;-0,395161339;-0,39624;-0,37548;-0,02076;4,31E-04;;-1,842920346
9,68;-0,395161339;-0,39614;-0,37553;-0,02061;4,25E-04;;-1,842920346
9,7;-0,395161339;-0,39606;-0,37557;-0,02049;4,20E-04;;-1,842920346
9,72;-0,395161339;-0,39597;-0,37562;-0,02035;4,14E-04;;-1,842920346
9,74;-0,395161339;-0,39589;-0,37566;-0,02023;4,09E-04;;-1,842920346
9,76;-0,395161339;-0,39581;-0,3757;-0,02011;4,04E-04;;-1,842920346
9,78;-0,395161339;-0,39574;-0,37575;-0,01999;4,00E-04;;-1,842920346
9,8;-0,395161339;-0,39567;-0,37579;-0,01988;3,95E-04;;-1,842920346
9,82;-0,395161339;-0,39561;-0,37583;-0,01978;3,91E-04;;-1,842920346
9,84;-0,395161339;-0,39554;-0,37587;-0,01967;3,87E-04;;-1,842920346
9,86;-0,395161339;-0,39548;-0,37591;-0,01957;3,83E-04;;-1,842920346
9,88;-0,395161339;-0,39542;-0,37595;-0,01947;3,79E-04;;-1,842920346
9,9;-0,395161339;-0,39537;-0,37599;-0,01938;3,76E-04;;-1,842920346
9,92;-0,395161339;-0,39532;-0,37603;-0,01929;3,72E-04;;-1,842920346
9,94;-0,395161339;-0,39527;-0,37606;-0,01921;3,69E-04;;-1,842920346
9,96;-0,395161339;-0,39522;-0,3761;-0,01912;3,66E-04;;-1,842920346
9,98;-0,395161339;-0,39518;-0,37613;-0,01905;3,63E-04;;-1,842920346
10;-0,395161339;-0,39514;-0,37617;-0,01897;3,60E-04;;-1,842920346
10,02;-0,395161339;-0,3951;-0,3762;-0,0189;3,57E-04;;-1,842920346
10,04;-0,395161339;-0,39506;-0,37623;-0,01883;3,55E-04;;-1,842920346
10,06;-0,395161339;-0,39503;-0,37627;-0,01876;3,52E-04;;-1,842920346
10,08;-0,395161339;-0,395;-0,3763;-0,0187;3,50E-04;;-1,842920346
10,1;-0,395161339;-0,39497;-0,37633;-0,01864;3,47E-04;;-1,842920346
10,12;-0,395161339;-0,39494;-0,37636;-0,01858;3,45E-04;;-1,842920346
10,14;-0,395161339;-0,39492;-0,37639;-0,01853;3,43E-04;;-1,842920346
10,16;-0,395161339;-0,39489;-0,37642;-0,01847;3,41E-04;;-1,842920346
10,18;-0,395161339;-0,39487;-0,37644;-0,01843;3,40E-04;;-1,842920346
10,2;-0,395161339;-0,39485;-0,37647;-0,01838;3,38E-04;;-1,842920346
10,22;-0,395161339;-0,39483;-0,3765;-0,01833;3,36E-04;;-1,842920346
10,24;-0,395161339;-0,39481;-0,37652;-0,01829;3,35E-04;;-1,842920346
10,26;-0,395161339;-0,3948;-0,37655;-0,01825;3,33E-04;;-1,842920346
10,28;-0,395161339;-0,39478;-0,37657;-0,01821;3,32E-04;;-1,842920346
10,3;-0,395161339;-0,39477;-0,37659;-0,01818;3,31E-04;;-1,842920346
10,32;-0,395161339;-0,39476;-0,37662;-0,01814;3,29E-04;;-1,842920346
10,34;-0,395161339;-0,39475;-0,37664;-0,01811;3,28E-04;;-1,842920346
10,36;-0,395161339;-0,39474;-0,37666;-0,01808;3,27E-04;;-1,842920346
10,38;-0,395161339;-0,39473;-0,37668;-0,01805;3,26E-04;;-1,842920346
10,4;-0,395161339;-0,39473;-0,3767;-0,01803;3,25E-04;;-1,842920346
10,42;-0,395161339;-0,39472;-0,37672;-0,018;3,24E-04;;-1,842920346
10,44;-0,395161339;-0,39472;-0,37674;-0,01798;3,23E-04;;-1,842920346
10,46;-0,395161339;-0,39471;-0,37676;-0,01795;3,22E-04;;-1,842920346
10,48;-0,395161339;-0,39471;-0,37677;-0,01794;3,22E-04;;-1,842920346
10,5;-0,395161339;-0,39471;-0,37679;-0,01792;3,21E-04;;-1,842920346
10,52;-0,395161339;-0,39471;-0,37681;-0,0179;3,20E-04;;-1,842920346
10,54;-0,395161339;-0,39471;-0,37682;-0,01789;3,20E-04;;-1,842920346
10,56;-0,395161339;-0,39471;-0,37684;-0,01787;3,19E-04;;-1,842920346
10,58;-0,395161339;-0,39471;-0,37685;-0,01786;3,19E-04;;-1,842920346
10,6;-0,395161339;-0,39471;-0,37687;-0,01784;3,18E-04;;-1,842920346
10,62;-0,395161339;-0,39471;-0,37688;-0,01783;3,18E-04;;-1,842920346
10,64;-0,395161339;-0,39471;-0,37689;-0,01782;3,18E-04;;-1,842920346
10,66;-0,395161339;-0,39472;-0,3769;-0,01782;3,18E-04;;-1,842920346
10,68;-0,395161339;-0,39472;-0,37692;-0,0178;3,17E-04;;-1,842920346
10,7;-0,395161339;-0,39473;-0,37693;-0,0178;3,17E-04;;-1,842920346
10,72;-0,395161339;-0,39473;-0,37694;-0,01779;3,16E-04;;-1,842920346
10,74;-0,395161339;-0,39473;-0,37695;-0,01778;3,16E-04;;-1,842920346
10,76;-0,395161339;-0,39474;-0,37696;-0,01778;3,16E-04;;-1,842920346
10,78;-0,395161339;-0,39475;-0,37697;-0,01778;3,16E-04;;-1,842920346
10,8;-0,395161339;-0,39475;-0,37698;-0,01777;3,16E-04;;-1,842920346
10,82;-0,395161339;-0,39476;-0,37699;-0,01777;3,16E-04;;-1,842920346
10,84;-0,395161339;-0,39476;-0,377;-0,01776;3,15E-04;;-1,842920346
10,86;-0,395161339;-0,39477;-0,377;-0,01777;3,16E-04;;-1,842920346
10,88;-0,395161339;-0,39478;-0,37701;-0,01777;3,16E-04;;-1,842920346
10,9;-0,395161339;-0,39479;-0,37702;-0,01777;3,16E-04;;-1,842920346
10,92;-0,395161339;-0,39479;-0,37703;-0,01776;3,15E-04;;-1,842920346
10,94;-0,395161339;-0,3948;-0,37703;-0,01777;3,16E-04;;-1,842920346
10,96;-0,395161339;-0,39481;-0,37704;-0,01777;3,16E-04;;-1,842920346
10,98;-0,395161339;-0,39481;-0,37705;-0,01776;3,15E-04;;-1,842920346
11;-0,395161339;-0,39482;-0,37705;-0,01777;3,16E-04;;-1,842920346
11,02;-0,395161339;-0,39483;-0,37706;-0,01777;3,16E-04;;-1,842920346
11,04;-0,395161339;-0,39484;-0,37706;-0,01778;3,16E-04;;-1,842920346
11,06;-0,395161339;-0,39485;-0,37707;-0,01778;3,16E-04;;-1,842920346
11,08;-0,395161339;-0,39485;-0,37707;-0,01778;3,16E-04;;-1,842920346
11,1;-0,395161339;-0,39486;-0,37708;-0,01778;3,16E-04;;-1,842920346
11,12;-0,395161339;-0,39487;-0,37708;-0,01779;3,16E-04;;-1,842920346
11,14;-0,395161339;-0,39488;-0,37708;-0,0178;3,17E-04;;-1,842920346
11,16;-0,395161339;-0,39489;-0,37709;-0,0178;3,17E-04;;-1,842920346
11,18;-0,395161339;-0,39489;-0,37709;-0,0178;3,17E-04;;-1,842920346
11,2;-0,395161339;-0,3949;-0,37709;-0,01781;3,17E-04;;-1,842920346
11,22;-0,395161339;-0,39491;-0,3771;-0,01781;3,17E-04;;-1,842920346
11,24;-0,395161339;-0,39492;-0,3771;-0,01782;3,18E-04;;-1,842920346
11,26;-0,395161339;-0,39492;-0,3771;-0,01782;3,18E-04;;-1,842920346
11,28;-0,395161339;-0,39493;-0,3771;-0,01783;3,18E-04;;-1,842920346
11,3;-0,395161339;-0,39494;-0,37711;-0,01783;3,18E-04;;-1,842920346
11,32;-0,395161339;-0,39495;-0,37711;-0,01784;3,18E-04;;-1,842920346
11,34;-0,395161339;-0,39495;-0,37711;-0,01784;3,18E-04;;-1,842920346
11,36;-0,395161339;-0,39496;-0,37711;-0,01785;3,19E-04;;-1,842920346
11,38;-0,395161339;-0,39497;-0,37711;-0,01786;3,19E-04;;-1,842920346
11,4;-0,395161339;-0,39497;-0,37712;-0,01785;3,19E-04;;-1,842920346
11,42;-0,395161339;-0,39498;-0,37712;-0,01786;3,19E-04;;-1,842920346
11,44;-0,395161339;-0,39499;-0,37712;-0,01787;3,19E-04;;-1,842920346
11,46;-0,395161339;-0,39499;-0,37712;-0,01787;3,19E-04;;-1,842920346
11,48;-0,395161339;-0,395;-0,37712;-0,01788;3,20E-04;;-1,842920346
11,5;-0,395161339;-0,39501;-0,37712;-0,01789;3,20E-04;;-1,842920346
11,52;-0,395161339;-0,39501;-0,37712;-0,01789;3,20E-04;;-1,842920346
11,54;-0,395161339;-0,39502;-0,37712;-0,0179;3,20E-04;;-1,842920346
11,56;-0,395161339;-0,39502;-0,37712;-0,0179;3,20E-04;;-1,842920346
11,58;-0,395161339;-0,39503;-0,37712;-0,01791;3,21E-04;;-1,842920346
11,6;-0,395161339;-0,39504;-0,37712;-0,01792;3,21E-04;;-1,842920346
11,62;-0,395161339;-0,39504;-0,37712;-0,01792;3,21E-04;;-1,842920346
11,64;-0,395161339;-0,39505;-0,37713;-0,01792;3,21E-04;;-1,842920346
11,66;-0,395161339;-0,39505;-0,37713;-0,01792;3,21E-04;;-1,842920346
11,68;-0,395161339;-0,39506;-0,37713;-0,01793;3,21E-04;;-1,842920346
11,7;-0,395161339;-0,39506;-0,37713;-0,01793;3,21E-04;;-1,842920346
11,72;-0,395161339;-0,39507;-0,37713;-0,01794;3,22E-04;;-1,842920346
11,74;-0,395161339;-0,39507;-0,37713;-0,01794;3,22E-04;;-1,842920346
11,76;-0,395161339;-0,39508;-0,37713;-0,01795;3,22E-04;;-1,842920346
11,78;-0,395161339;-0,39508;-0,37713;-0,01795;3,22E-04;;-1,842920346
11,8;-0,395161339;-0,39508;-0,37712;-0,01796;3,23E-04;;-1,842920346
11,82;-0,395161339;-0,39509;-0,37712;-0,01797;3,23E-04;;-1,842920346
11,84;-0,395161339;-0,39509;-0,37712;-0,01797;3,23E-04;;-1,842920346
11,86;-0,395161339;-0,3951;-0,37712;-0,01798;3,23E-04;;-1,842920346
11,88;-0,395161339;-0,3951;-0,37712;-0,01798;3,23E-04;;-1,842920346
11,9;-0,395161339;-0,3951;-0,37712;-0,01798;3,23E-04;;-1,842920346
11,92;-0,395161339;-0,39511;-0,37712;-0,01799;3,24E-04;;-1,842920346
11,94;-0,395161339;-0,39511;-0,37712;-0,01799;3,24E-04;;-1,842920346
11,96;-0,395161339;-0,39511;-0,37712;-0,01799;3,24E-04;;-1,842920346
11,98;-0,395161339;-0,39512;-0,37712;-0,018;3,24E-04;;-1,842920346
12;-1,496026889;-0,39512;-0,37712;-0,018;3,24E-04;;-6,977044866
12,02;-1,496026889;-0,39739;-0,3818;-0,01559;2,43E-04;;-6,977044866
12,04;-1,496026889;-0,40369;-0,39448;-0,00921;8,48E-05;;-6,977044866
12,06;-1,496026889;-0,41337;-0,41337;0;0,00E+00;;-6,977044866
12,08;-1,496026889;-0,42586;-0,437;0,01114;1,24E-04;;-6,977044866
12,1;-1,496026889;-0,4407;-0,46419;0,02349;5,52E-04;;-6,977044866
12,12;-1,496026889;-0,4575;-0,49398;0,03648;1,33E-03;;-6,977044866
12,14;-1,496026889;-0,47592;-0,5256;0,04968;2,47E-03;;-6,977044866
12,16;-1,496026889;-0,49566;-0,55843;0,06277;3,94E-03;;-6,977044866
12,18;-1,496026889;-0,51647;-0,59196;0,07549;5,70E-03;;-6,977044866
12,2;-1,496026889;-0,53816;-0,6258;0,08764;7,68E-03;;-6,977044866
12,22;-1,496026889;-0,56053;-0,65962;0,09909;9,82E-03;;-6,977044866
12,24;-1,496026889;-0,58343;-0,69319;0,10976;1,20E-02;;-6,977044866
12,26;-1,496026889;-0,60672;-0,7263;0,11958;1,43E-02;;-6,977044866
12,28;-1,496026889;-0,6303;-0,7588;0,1285;1,65E-02;;-6,977044866
12,3;-1,496026889;-0,65406;-0,79058;0,13652;1,86E-02;;-6,977044866
12,32;-1,496026889;-0,6779;-0,82154;0,14364;2,06E-02;;-6,977044866
12,34;-1,496026889;-0,70177;-0,85163;0,14986;2,25E-02;;-6,977044866
12,36;-1,496026889;-0,72559;-0,88079;0,1552;2,41E-02;;-6,977044866
12,38;-1,496026889;-0,74931;-0,90901;0,1597;2,55E-02;;-6,977044866
12,4;-1,496026889;-0,77287;-0,93626;0,16339;2,67E-02;;-6,977044866
12,42;-1,496026889;-0,79623;-0,96253;0,1663;2,77E-02;;-6,977044866
12,44;-1,496026889;-0,81937;-0,98783;0,16846;2,84E-02;;-6,977044866
12,46;-1,496026889;-0,84223;-1,0122;0,16997;2,89E-02;;-6,977044866
12,48;-1,496026889;-0,8648;-1,0355;0,1707;2,91E-02;;-6,977044866
12,5;-1,496026889;-0,88704;-1,058;0,17096;2,92E-02;;-6,977044866
12,52;-1,496026889;-0,90895;-1,0795;0,17055;2,91E-02;;-6,977044866
12,54;-1,496026889;-0,93049;-1,1001;0,16961;2,88E-02;;-6,977044866
12,56;-1,496026889;-0,95166;-1,1199;0,16824;2,83E-02;;-6,977044866
12,58;-1,496026889;-0,97244;-1,1388;0,16636;2,77E-02;;-6,977044866
12,6;-1,496026889;-0,99281;-1,1569;0,16409;2,69E-02;;-6,977044866
12,62;-1,496026889;-1,0128;-1,1742;0,1614;2,60E-02;;-6,977044866
12,64;-1,496026889;-1,0323;-1,1907;0,1584;2,51E-02;;-6,977044866
12,66;-1,496026889;-1,0514;-1,2065;0,1551;2,41E-02;;-6,977044866
12,68;-1,496026889;-1,0701;-1,2215;0,1514;2,29E-02;;-6,977044866
12,7;-1,496026889;-1,0883;-1,2359;0,1476;2,18E-02;;-6,977044866
12,72;-1,496026889;-1,1061;-1,2496;0,1435;2,06E-02;;-6,977044866
12,74;-1,496026889;-1,1235;-1,2627;0,1392;1,94E-02;;-6,977044866
12,76;-1,496026889;-1,1404;-1,2751;0,1347;1,81E-02;;-6,977044866
12,78;-1,496026889;-1,1568;-1,287;0,1302;1,70E-02;;-6,977044866
12,8;-1,496026889;-1,1729;-1,2983;0,1254;1,57E-02;;-6,977044866
12,82;-1,496026889;-1,1884;-1,3091;0,1207;1,46E-02;;-6,977044866
12,84;-1,496026889;-1,2036;-1,3193;0,1157;1,34E-02;;-6,977044866
12,86;-1,496026889;-1,2183;-1,3291;0,1108;1,23E-02;;-6,977044866
12,88;-1,496026889;-1,2325;-1,3383;0,1058;1,12E-02;;-6,977044866
12,9;-1,496026889;-1,2464;-1,3472;0,1008;1,02E-02;;-6,977044866
12,92;-1,496026889;-1,2598;-1,3555;0,0957;9,16E-03;;-6,977044866
12,94;-1,496026889;-1,2727;-1,3635;0,0908;8,24E-03;;-6,977044866
12,96;-1,496026889;-1,2853;-1,3711;0,0858;7,36E-03;;-6,977044866
12,98;-1,496026889;-1,2974;-1,3783;0,0809;6,54E-03;;-6,977044866
13;-1,496026889;-1,3092;-1,3851;0,0759;5,76E-03;;-6,977044866
13,02;-1,496026889;-1,3205;-1,3916;0,0711;5,06E-03;;-6,977044866
13,04;-1,496026889;-1,3315;-1,3978;0,0663;4,40E-03;;-6,977044866
13,06;-1,496026889;-1,342;-1,4036;0,0616;3,79E-03;;-6,977044866
13,08;-1,496026889;-1,3522;-1,4092;0,057;3,25E-03;;-6,977044866
13,1;-1,496026889;-1,362;-1,4145;0,0525;2,76E-03;;-6,977044866
13,12;-1,496026889;-1,3714;-1,4195;0,0481;2,31E-03;;-6,977044866
13,14;-1,496026889;-1,3805;-1,4242;0,0437;1,91E-03;;-6,977044866
13,16;-1,496026889;-1,3892;-1,4287;0,0395;1,56E-03;;-6,977044866
13,18;-1,496026889;-1,3976;-1,433;0,0354;1,25E-03;;-6,977044866
13,2;-1,496026889;-1,4056;-1,4371;0,0315;9,92E-04;;-6,977044866
13,22;-1,496026889;-1,4133;-1,4409;0,0276;7,62E-04;;-6,977044866
13,24;-1,496026889;-1,4207;-1,4446;0,0239;5,71E-04;;-6,977044866
13,26;-1,496026889;-1,4277;-1,448;0,0203;4,12E-04;;-6,977044866
13,28;-1,496026889;-1,4345;-1,4513;0,0168;2,82E-04;;-6,977044866
